127.0.0.1 - - [12/Feb/2020:12:45:53 +0300] "GET /pentaho/Login HTTP/1.1" 200 7208
127.0.0.1 - - [12/Feb/2020:12:45:54 +0300] "GET /pentaho/webcontext.js HTTP/1.1" 200 4872
127.0.0.1 - - [12/Feb/2020:12:45:54 +0300] "GET /pentaho/content/sparkl/resources/sparkl-require-js-cfg.js HTTP/1.1" 200 1525
127.0.0.1 - - [12/Feb/2020:12:45:54 +0300] "GET /pentaho/content/client-config-folder-enabler/client-config-enabler-require-js-cfg.js HTTP/1.1" 200 1019
127.0.0.1 - - [12/Feb/2020:12:46:10 +0300] "GET /pentaho/js/themes.js HTTP/1.1" 200 1346
127.0.0.1 - - [12/Feb/2020:12:46:10 +0300] "GET /pentaho/CacheExpirationService HTTP/1.1" 200 1469
127.0.0.1 - - [12/Feb/2020:12:46:13 +0300] "POST /pentaho/j_spring_security_check HTTP/1.1" 302 -
127.0.0.1 - - [12/Feb/2020:12:46:13 +0300] "GET /pentaho/Home HTTP/1.1" 200 4879
127.0.0.1 - - [12/Feb/2020:12:46:13 +0300] "GET /pentaho/Home?locale=en_US HTTP/1.1" 200 4879
127.0.0.1 - - [12/Feb/2020:12:46:14 +0300] "GET /pentaho/webcontext.js?context=mantle HTTP/1.1" 200 5408
127.0.0.1 - - [12/Feb/2020:12:46:14 +0300] "GET /pentaho/osgi/requirejs-manager/js/require-init.js?requirejs=false HTTP/1.1" 304 -
127.0.0.1 - - [12/Feb/2020:12:46:14 +0300] "GET /pentaho/content/sparkl/resources/sparkl-require-js-cfg.js?context=mantle HTTP/1.1" 200 1525
127.0.0.1 - - [12/Feb/2020:12:46:14 +0300] "GET /pentaho/js/themes.js?context=mantle HTTP/1.1" 200 1686
127.0.0.1 - - [12/Feb/2020:12:46:14 +0300] "GET /pentaho/content/client-config-folder-enabler/client-config-enabler-require-js-cfg.js?context=mantle HTTP/1.1" 200 1019
127.0.0.1 - - [12/Feb/2020:12:46:14 +0300] "GET /pentaho/CacheExpirationService HTTP/1.1" 200 1469
127.0.0.1 - - [12/Feb/2020:12:46:15 +0300] "POST /pentaho/api/mantle/locale HTTP/1.1" 200 15
127.0.0.1 - - [12/Feb/2020:12:46:15 +0300] "GET /pentaho/api/repo/files/canAdminister HTTP/1.1" 200 14
127.0.0.1 - - [12/Feb/2020:12:46:15 +0300] "GET /pentaho/plugin/data-access/api/dialect/getDatabaseTypes HTTP/1.1" 200 2984
127.0.0.1 - - [12/Feb/2020:12:46:15 +0300] "GET /pentaho/plugin/data-access/api/metadataDA/getDatasourcePermissions HTTP/1.1" 200 14
127.0.0.1 - - [12/Feb/2020:12:46:15 +0300] "GET /pentaho/mantle/messages/WidgetsMessages_en.properties HTTP/1.1" 200 -
127.0.0.1 - - [12/Feb/2020:12:46:15 +0300] "GET /pentaho/mantle/messages/filechooser_messages_en.properties HTTP/1.1" 200 -
127.0.0.1 - - [12/Feb/2020:12:46:15 +0300] "GET /pentaho/mantle/messages/MantleLoginMessages_en.properties HTTP/1.1" 200 -
127.0.0.1 - - [12/Feb/2020:12:46:15 +0300] "GET /pentaho/mantle/messages/mantleMessages_en.properties HTTP/1.1" 200 -
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "POST /pentaho/gwtrpc/modelerService HTTP/1.1" 200 90
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/plugin/data-access/api/permissions/hasDataAccess HTTP/1.1" 200 14
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/plugin/data-access/api/datasource/analysis/ids?ts=1581500775812 HTTP/1.1" 200 4440
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/api/user-settings/list HTTP/1.1" 200 1782
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/content/data-access/resources/gwt/messages/WidgetsMessages_en.properties HTTP/1.1" 200 -
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/content/data-access/resources/gwt/messages/filechooser_messages_en.properties HTTP/1.1" 200 -
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/content/data-access/resources/gwt/messages/LoginMessages_en.properties HTTP/1.1" 200 518
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/plugin/data-access/api/connection/list?ts=1581500776084 HTTP/1.1" 200 8661
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/api/repo/files/canAdminister HTTP/1.1" 200 14
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/api/mantle/settings HTTP/1.1" 200 7712
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/api/plugin-manager/perspectives?ts=1581500776468 HTTP/1.1" 200 1613
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/api/repos/executableTypes HTTP/1.1" 200 1332
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/api/repo/files/canAdminister HTTP/1.1" 200 14
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/plugin/data-access/api/datasource/dsw/ids?ts=1581500775865 HTTP/1.1" 200 62
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages_supported_languages.properties HTTP/1.1" 200 56
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/mantle/home HTTP/1.1" 302 -
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/api/scheduler/canSchedule HTTP/1.1" 200 14
127.0.0.1 - - [12/Feb/2020:12:46:16 +0300] "GET /pentaho/plugin/data-access/api/datasource/metadata/ids?ts=1581500775859 HTTP/1.1" 200 212
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages_supported_languages.properties HTTP/1.1" 200 56
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages_supported_languages.properties HTTP/1.1" 200 56
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages_supported_languages.properties HTTP/1.1" 200 56
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages_supported_languages.properties HTTP/1.1" 200 56
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages_supported_languages.properties HTTP/1.1" 200 56
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages.properties HTTP/1.1" 200 121
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages.properties HTTP/1.1" 200 121
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages.properties HTTP/1.1" 200 121
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages.properties HTTP/1.1" 200 121
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages.properties HTTP/1.1" 200 121
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages.properties HTTP/1.1" 200 121
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/api/theme/active HTTP/1.1" 200 18
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/api/repo/files/canCreate HTTP/1.1" 200 14
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/api/mantle/isAuthenticated HTTP/1.1" 200 14
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages_en.properties HTTP/1.1" 200 120
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages_en.properties HTTP/1.1" 200 120
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages_en.properties HTTP/1.1" 200 120
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages_en.properties HTTP/1.1" 200 120
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages_en.properties HTTP/1.1" 200 120
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/api/theme/list HTTP/1.1" 200 92
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/content/default-plugin/resources/messages/messages_en.properties HTTP/1.1" 200 120
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/api/plugin-manager/overlays HTTP/1.1" 200 4218
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/api/repo/files/canAdminister HTTP/1.1" 200 14
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/api/mantle/getAdminContent HTTP/1.1" 200 14
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/mantle/home/ HTTP/1.1" 200 27342
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/plugin/data-access/api/permissions/hasDataAccess HTTP/1.1" 200 14
127.0.0.1 - - [12/Feb/2020:12:46:17 +0300] "GET /pentaho/mantle/home/webcontext.js?context=mantle&cssOnly=true HTTP/1.1" 200 5681
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/content/client-config-folder-enabler/client-config-enabler-require-js-cfg.js?context=mantle&cssOnly=true HTTP/1.1" 200 1019
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/js/themes.js?context=mantle&cssOnly=true HTTP/1.1" 200 1686
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/content/sparkl/resources/sparkl-require-js-cfg.js?context=mantle&cssOnly=true HTTP/1.1" 200 1525
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/CacheExpirationService HTTP/1.1" 200 1469
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/web-inf/web.xml HTTP/1.1" 404 508
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/content/pentaho-cdf-dd/lang/messages_en.properties HTTP/1.1" 200 3774
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/api/mantle/isAuthenticated HTTP/1.1" 200 14
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/content/sparkl/resources/lang/messages_supported_languages.properties HTTP/1.1" 200 58
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/api/repo/files/%3A/tree?depth=-1&showHidden=false&filter=*%7CFOLDERS HTTP/1.1" 200 20086
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/content/sparkl/resources/lang/messages.properties HTTP/1.1" 200 64
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/api/repo/files/%3Ahome%3Areports%3Abag_attachments/children?showHidden=false&filter=*%7CFILES&_=1581500778602 HTTP/1.1" 200 795
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/api/repo/files/%3Ahome%3Areports%3Abonus/children?showHidden=false&filter=*%7CFILES&_=1581500778603 HTTP/1.1" 200 2635
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/api/repo/files/%3Ahome%3Areports%3Acheque/children?showHidden=false&filter=*%7CFILES&_=1581500778604 HTTP/1.1" 200 2488
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/api/repo/files/%3Ahome%3Areports%3Aexec_interval/children?showHidden=false&filter=*%7CFILES&_=1581500778606 HTTP/1.1" 200 2719
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/api/repo/files/%3Ahome%3Areports%3Aexec_interval2.0/children?showHidden=false&filter=*%7CFILES&_=1581500778607 HTTP/1.1" 200 2038
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/api/repo/files/%3Ahome%3Areports%3Akpi/children?showHidden=false&filter=*%7CFILES&_=1581500778611 HTTP/1.1" 200 737
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/api/repo/files/%3Ahome%3Areports%3Ageneralized_deal/children?showHidden=false&filter=*%7CFILES&_=1581500778609 HTTP/1.1" 200 2397
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/api/repo/files/%3Ahome%3Areports%3Acvpp/children?showHidden=false&filter=*%7CFILES&_=1581500778605 HTTP/1.1" 200 2483
127.0.0.1 - - [12/Feb/2020:12:46:18 +0300] "GET /pentaho/api/repo/files/%3Ahome%3Areports%3Agkh/children?showHidden=false&filter=*%7CFILES&_=1581500778610 HTTP/1.1" 200 2269
